1000 5000
152 318 523832047
945 65 71752362
779 648 635835458
934 399 589095968
533 766 731169586
445 401 241744052
89 349 175555799
505 199 441925829
732 43 840531446
897 908 655673749
195 948 472365777
256 184 540007653
659 115 554884907
632 477 493860326
956 9 604992194
403 598 547369036
830 60 352629447
148 898 961669439
296 553 970048095
877 426 26577801
601 56 234905204
47 431 378534260
501 651 365172184
756 828 213694709
760 150 802570229
373 495 591525790
90 878 714307613
62 753 881101935
502 896 27328521
138 364 865705296
878 903 34765861
972 947 622728426
635 924 271472578
898 178 904987644
521 211 992091289
498 31 930138059
821 660 889194123
520 373 254750014
161 88 541138324
697 828 613161451
330 209 917275534
785 508 759276661
264 178 859371429
856 207 666368733
743 31 805727572
387 380 700569813
87 287 142574005
545 463 959510049
718 644 119796193
889 86 158342721
207 151 719308696
789 167 744400043
90 764 641133590
587 233 928184455
835 225 221595460
43 242 561362224
95 955 710558127
312 255 690805516
945 714 731622385
426 663 792741647
770 569 605106591
834 688 695954292
584 452 401309517
592 985 772639630
950 917 991203005
386 915 3051626
414 433 737572833
287 883 892976839
757 946 611470046
872 477 671103761
69 882 762048346
88 876 288912337
364 917 930018212
531 681 675035912
23 283 793538849
501 438 493341984
693 615 742984099
213 168 423909127
89 867 480424048
104 953 456670138
204 626 105927114
440 994 959318868
207 120 989890875
386 297 794023375
840 552 720518386
75 987 992045807
611 249 856874558
767 517 812870544
22 518 183778707
977 574 939026810
320 698 928709575
62 596 401606695
260 926 468087704
707 558 738387125
938 901 678368968
996 683 497622161
567 884 372860706
389 849 264054654
243 67 350816396
547 254 532000228
606 776 754858939
261 317 313769336
731 738 485536754
81 746 800991701
460 805 981611857
694 906 717643126
421 657 657779297
886 45 319066696
750 197 590049539
579 483 525908080
765 411 231719174
590 802 212231583
556 895 984956870
904 416 563843452
223 166 421384157
851 601 162925813
318 644 678558151
389 200 483991537
623 584 219325522
890 802 968376318
622 616 30186318
426 840 93865566
185 908 631699828
573 582 171526147
343 198 785876604
867 131 383775331
983 584 362810388
412 887 728100047
386 496 554403723
193 838 462254480
272 220 648241663
738 203 394496127
726 373 123299478
781 901 722123141
660 271 716480153
443 882 631368741
19 962 818184414
326 661 514454168
162 210 87121568
82 531 372818444
705 751 126335883
987 142 51507611
796 842 592431887
447 815 992436970
782 152 882826386
203 495 17886894
47 537 269322160
740 128 757131696
456 692 449718182
409 939 303921908
449 714 267488374
441 962 74240393
829 949 173768129
590 719 420715021
334 566 280498970
691 591 560549040
555 148 551848368
734 626 100401151
660 287 379167984
485 598 584268211
403 178 803080633
981 724 941394080
934 214 512838692
61 602 951427076
274 17 250625435
334 574 492726481
393 935 823191897
80 840 179221723
118 252 839061175
530 156 597184696
283 156 423264942
692 860 842145548
206 238 850522976
370 494 798639422
853 199 633478854
254 473 218904834
818 226 566303555
649 235 256087133
516 950 611552120
35 982 426382774
496 209 631488563
744 122 505178393
112 495 296635612
989 273 954355127
59 178 782715473
819 562 24841742
24 764 140198605
850 440 587921876
503 903 31568243
682 52 872723610
315 207 524478322
693 282 698720309
238 134 102260162
5 862 930674596
586 178 887009601
752 22 89177633
259 55 22633806
592 315 716646058
897 415 656731165
750 212 31939803
112 226 785784652
906 494 966042706
130 657 820504692
337 544 137237943
358 234 190402756
909 280 287951533
169 203 126694807
688 949 182180291
363 148 437247880
637 844 972963880
62 191 604342691
788 232 382815299
623 724 891908700
803 334 814440707
333 752 486760127
798 225 730891073
698 120 522436846
719 465 991856402
565 764 888454940
259 656 638508393
559 341 149541369
788 345 813652547
963 79 954018578
746 351 20018028
680 627 95903828
295 261 28565370
219 608 929962272
645 545 900214349
817 299 599167109
333 871 200911461
464 646 160984213
946 203 891568500
383 719 918788716
692 156 491507949
181 942 25470741
52 907 901734646
890 57 856132553
232 102 463417318
671 770 600409481
869 292 423745717
76 416 906688176
393 504 200851923
919 776 421461082
389 106 326940888
363 953 559224886
951 257 717448218
654 805 982182808
245 144 295756331
201 153 710017428
755 896 81629618
146 402 231601648
718 175 508276992
48 434 700276218
961 42 788426495
26 102 19368203
958 255 144024278
129 802 449077030
454 875 379235345
103 244 896318745
548 802 679617315
335 770 104591640
95 929 542318916
83 987 151235186
442 624 9038094
686 886 792277386
241 421 285593740
880 22 562389330
514 482 447449472
158 424 330154847
363 950 353154821
614 330 8508267
182 100 58982263
62 908 819320138
636 476 719581041
842 832 483286923
799 873 33401811
654 416 93463995
940 621 625122184
517 962 776809241
625 96 997801445
741 209 536355793
256 587 52475308
547 319 760554755
774 808 889444951
626 178 935339633
126 396 526079930
903 6 835368821
676 482 919373951
551 292 647409757
398 223 663830706
463 598 428379400
424 573 616865848
633 505 935562829
589 510 502318731
387 86 471848176
156 477 727913431
478 874 994146747
619 721 986146592
42 849 541111097
785 205 2836501
666 306 72312472
586 924 272349968
306 871 290869618
727 514 305762330
249 754 354629423
135 686 12134499
954 637 235597700
392 552 415710570
324 641 331169680
990 513 793056945
755 953 42110430
586 975 995486551
412 750 619811129
503 882 743662411
555 80 134836221
402 895 509883906
935 929 517789598
533 185 631557241
74 13 168628672
906 233 953955194
167 483 369941017
437 158 483161245
496 233 497766632
343 855 884405139
404 254 699111416
535 271 19266335
436 241 643852403
845 428 484131095
788 419 474481235
841 763 412979843
623 102 513656085
758 482 761103183
417 281 175363519
443 194 844627097
252 90 703182862
842 958 830878303
720 784 744390693
189 156 306265780
379 611 839986113
124 649 101235161
86 249 894864241
517 917 483871129
492 809 165848597
448 361 668276274
924 830 150773076
478 424 611556878
46 284 554389012
126 59 779075183
86 443 981138554
175 642 677815016
528 447 902478182
297 829 177339119
241 508 950670499
683 162 782549371
159 83 378273208
476 577 909775699
310 700 148633451
22 654 469983470
689 6 153325144
863 997 16300220
100 197 339458272
283 950 978598958
175 57 299622523
693 654 277077360
755 68 127402484
304 642 530932591
285 478 78408262
132 898 449598106
399 260 50262749
827 156 611929345
825 219 169152052
575 841 609308941
743 63 579377795
344 185 888084994
400 440 933343087
305 948 878995858
705 112 84290995
578 901 625954969
305 119 224377435
262 341 621781399
179 652 41494908
816 292 919612208
130 504 265691079
795 76 450378656
166 310 528682209
742 153 893557978
915 263 943584193
673 306 247986288
853 372 854917532
16 948 387015790
20 459 584955542
939 330 36054063
500 59 884204201
49 641 487341558
937 12 275219578
610 11 811992287
114 649 516767852
205 577 413788305
982 209 566070374
778 428 247531109
135 349 156133248
718 620 826443806
921 576 485241758
336 363 807946614
394 318 22462222
642 632 94792747
330 434 510775241
592 978 890640460
389 910 6769408
759 72 802772543
374 34 288901068
957 928 32365487
12 869 164354761
577 203 592605098
53 636 137502761
950 604 322316102
95 964 785397946
234 207 468636353
789 349 622315045
263 462 417327429
368 615 736179978
909 131 778720689
188 770 206259966
253 700 329705240
816 476 474474742
934 337 628395814
212 835 604574033
108 376 767982550
327 915 853709291
897 840 116618714
152 906 810326406
993 602 712452147
839 283 778281102
987 59 151380549
876 172 666051930
455 100 452952333
122 465 508698557
335 928 486660908
45 118 572213354
673 68 673959285
5 897 630376994
958 980 925944931
223 271 493611583
226 290 544034888
774 109 202583190
9 806 863413862
552 434 393232962
322 654 721516479
161 224 37669514
408 389 291926255
20 644 661806748
634 953 60809777
114 253 311943043
671 488 291108049
106 644 535894157
333 137 761140560
722 36 145593561
576 434 521029492
286 281 67558044
656 6 332718104
628 629 644180938
30 584 106891714
678 314 242947936
341 291 34826994
452 776 86426939
207 142 282939960
886 758 881372059
857 390 770243947
363 407 998006483
692 738 514535812
828 726 477591609
722 524 723523454
617 478 936086233
62 477 948571101
228 455 692822114
862 477 101044910
64 63 811348478
999 452 233209641
556 385 412249397
24 56 473214224
516 758 648333333
472 943 532833361
158 322 736865226
682 591 269943197
524 317 357547629
51 270 757260085
78 616 751652508
203 156 28908342
926 376 721465753
809 477 212529122
351 142 829306864
856 197 769841686
753 241 980557904
289 421 164611835
385 492 408754848
424 166 216913395
598 836 390440226
262 272 528748194
210 255 282964816
974 496 199631382
321 406 932998576
812 373 598015697
984 196 174088236
77 569 219132862
862 283 191894233
800 178 431371282
513 257 352609160
436 995 669068496
134 215 15313157
301 797 103042284
384 635 773738240
370 278 976342648
37 469 44963385
710 131 543620568
766 700 442068915
842 477 988450850
244 416 435880047
507 321 241214765
331 283 737392191
800 415 248426878
92 683 209849609
996 86 575552510
679 209 624137789
364 985 663492151
180 632 495374789
542 537 24713195
441 992 202906619
579 883 314955342
614 403 750177355
363 90 454773239
666 609 126687891
354 133 725387846
7 481 347353175
862 215 975157763
232 112 763008515
381 916 473658174
893 280 998620777
133 475 612918965
489 851 474407010
124 236 377578821
165 334 482147659
36 203 707892357
784 771 206128367
579 70 295115266
206 896 444396572
581 839 327041595
228 177 697689097
860 317 588637620
279 602 35183662
101 759 436740899
794 201 405782857
214 253 790833344
7 468 423478285
779 794 479242596
418 11 812013772
420 210 776198062
507 52 93662402
141 851 998565076
928 209 3667906
77 494 770154468
518 221 615142028
852 531 246176449
250 764 309402308
176 250 285211032
567 802 180880509
161 979 661336960
982 194 653609901
795 15 825003691
781 282 517770044
1000 281 496953914
234 315 905978097
159 31 492170481
921 813 722976884
475 999 371521901
353 416 133869386
63 687 207433267
799 809 412346906
804 871 139707120
10 151 500759366
370 557 912025809
551 928 191395403
689 715 83634010
189 76 928349807
77 505 476039279
96 148 882277995
435 618 182413374
326 392 569050799
876 281 589532712
190 611 881357036
789 353 129487052
693 199 688153276
647 987 784667655
568 855 755231564
334 908 994509861
550 183 713879680
816 434 885997460
573 787 703490539
321 903 327453581
484 930 579978574
218 975 861529088
784 142 152757064
772 334 175359487
997 776 222829203
589 840 939104745
35 674 198088767
420 856 823300839
547 703 168368343
84 237 183275752
72 639 501809089
464 724 983108169
846 844 280455516
239 607 590494177
650 570 864753458
864 582 542335761
989 534 198845591
654 71 283906060
574 252 95202473
835 315 75182463
867 877 742487236
162 764 621690051
103 256 281230307
559 961 868688496
735 908 872892515
314 799 505632096
436 597 9494734
336 201 545457489
766 615 711784983
407 50 135053775
635 719 101384468
979 509 251605936
484 11 31316656
678 260 613779027
768 237 95716526
309 44 166818133
567 924 76295880
143 182 250038982
20 422 422334896
745 637 337010335
175 915 37874139
218 839 967252929
856 600 399911868
716 897 703168390
336 300 729606265
586 933 422303648
215 209 958552628
243 415 651610639
238 483 267653618
503 123 353917285
7 657 903836675
579 797 319077781
353 128 595039996
917 604 265855286
898 59 928755967
896 764 913672137
200 142 80220016
438 271 296555998
47 935 378159364
997 917 274326294
872 952 777123658
997 477 354114951
540 979 791503833
834 247 645679968
841 238 525300476
413 666 4345838
474 787 804647311
969 696 161290652
665 849 262614566
517 332 329913116
314 400 478765215
679 230 108071197
668 390 256055228
698 839 871760651
236 651 738631981
406 510 350600087
311 344 923963544
584 106 82727802
39 638 819964599
908 203 679033601
757 229 392129699
852 557 258487480
638 535 538305341
375 698 796677838
659 301 673806217
937 403 704141191
612 862 743476669
28 195 706148545
754 142 203922644
549 263 68746193
505 896 144767998
809 292 64621441
441 612 508579734
132 615 837297572
735 558 517798298
953 791 698048594
95 308 856077602
385 417 353605357
909 604 648130400
551 829 65449661
962 462 950288788
127 748 698556836
855 402 638462005
241 494 964078916
834 506 297237147
779 454 277268456
700 434 54731104
348 65 602386987
105 187 284589969
759 252 219472683
948 809 927836051
460 569 884747883
760 25 525535813
894 196 610250925
89 548 373819026
458 332 163824038
953 137 602403972
346 107 703629685
38 249 220325027
598 19 400882076
266 843 80816710
967 252 137798323
257 215 844114426
6 632 229688150
403 282 866061511
734 383 452024914
310 994 338651270
712 320 150771830
536 613 698276828
365 96 438349597
289 836 756445873
471 695 123391544
181 17 74230710
523 22 70224379
60 215 762041443
629 916 42140247
729 299 453541515
187 172 440626763
435 210 141953764
536 83 355756548
294 641 418749719
521 776 143918035
251 566 281035938
838 132 562632084
494 907 908434382
1000 738 760868186
28 519 863274309
952 507 6173950
909 548 601684280
815 802 157831130
561 982 745343355
196 703 338763067
218 298 224859361
162 6 667899339
991 763 805249222
868 651 24170363
432 134 643048802
108 459 958365795
349 120 444966393
724 924 255936541
274 417 597360918
853 514 542297434
888 688 560122978
828 791 151498317
999 221 972974530
688 895 932685530
216 77 505087820
860 477 401818241
479 856 100955469
476 315 715562981
613 843 439351334
474 317 77139733
612 59 109335325
372 185 348121717
566 802 117953796
932 70 626990150
959 370 635032269
424 958 904726704
832 698 649079508
386 283 527580180
431 596 117190594
397 78 603731710
144 17 312308093
296 51 928104296
874 477 264524050
365 995 916732196
222 534 858578739
457 624 542477987
307 570 412756133
731 330 252955085
957 111 697407454
5 187 754316017
93 667 65789889
490 4 256268785
420 459 481842611
357 677 473863804
561 695 788436729
519 150 341224131
200 692 366364655
177 13 720830949
270 491 423852320
934 871 795883499
201 882 655906994
371 864 677802855
196 535 636628827
503 921 17080993
942 882 72649861
213 145 980662670
448 241 73189039
615 604 453339555
218 185 860137350
617 455 44620859
281 616 287237902
169 763 697435320
708 131 337120261
700 225 593021093
406 873 345760570
50 156 710809711
233 209 938948445
741 291 593609249
745 329 606871160
414 519 540950322
172 209 658352700
47 148 659397141
598 482 391404710
718 255 695661479
39 961 216280423
607 974 510190110
611 415 345608623
601 252 267728689
877 464 994169595
156 776 303446786
972 415 177508638
587 373 432385029
856 632 615583523
416 452 239343645
427 406 305805945
937 199 945014653
55 310 1132856
854 435 774539702
777 534 364151878
482 197 615818381
33 207 495296690
277 100 301394006
786 869 322781699
704 905 115856474
996 984 121503818
246 180 495988640
295 432 725206561
923 319 739146415
947 434 865224520
409 556 250717341
890 480 987891069
188 110 781103491
826 70 968170254
978 298 610911473
757 703 573042901
119 719 372365293
163 758 273666758
516 974 621595669
357 428 54441897
47 893 190686321
240 435 304948933
57 111 437891370
584 695 860106491
798 851 761092822
989 351 968752260
222 507 674679209
845 360 78524633
780 950 442886994
645 536 812863061
877 225 793070449
202 959 238980084
390 554 178083158
276 763 841094532
345 282 554549368
985 489 12392638
386 408 647437627
671 936 845905631
357 722 326317692
486 695 633159450
215 616 788248743
513 962 608567184
473 815 209028405
929 703 515771281
279 419 341379288
995 806 783048694
691 109 603520051
877 100 564882222
582 299 727853636
30 308 752883208
882 764 532476917
331 363 479786979
562 934 368471076
441 332 535551379
768 74 712275038
502 766 670229640
423 690 47178905
236 795 938938913
173 589 857257207
908 142 99268914
182 257 250616084
790 20 135252877
251 589 535730936
397 513 950194216
230 453 831047531
14 932 284972078
422 68 955280997
381 467 814100595
345 229 326985281
253 90 760309330
77 719 676504111
487 199 179955390
51 499 336272315
835 477 494175451
291 17 91945082
238 438 976048165
75 197 594446809
512 434 314457740
172 107 52553794
132 975 581953361
222 656 632641549
293 196 835095291
663 67 829434040
547 351 764120851
403 802 186729661
128 657 99103591
761 211 491414877
519 298 1610003
967 131 148484164
232 554 124220581
705 61 688788257
650 98 688787339
493 802 939172875
863 157 342441051
251 462 116180802
720 44 367630671
444 191 922064266
410 639 287825545
417 211 641087075
217 499 452305221
912 338 234139176
828 383 454639876
396 453 344576736
697 873 425732988
364 830 167960220
754 233 405560788
960 262 247052143
744 417 524485234
366 682 63880174
903 917 103178117
302 584 266210933
322 776 367347784
555 965 142266794
103 750 395740002
95 647 704969734
971 423 27725295
50 242 552105878
750 273 320379218
275 165 250438549
111 994 581650713
40 415 775099618
461 19 650175374
23 69 550180023
216 218 48661395
598 895 875011542
350 619 748602691
849 142 652937228
118 225 593935729
271 197 996295289
931 290 144136251
481 695 94278682
169 289 581761522
114 479 159491861
478 288 633236510
607 880 17954176
301 122 517103197
305 616 860713141
472 930 537457149
319 128 652147428
859 700 872753332
679 877 447384443
821 156 549897812
644 221 821689466
284 991 224268608
346 881 270171385
622 862 382779852
136 154 706945758
653 26 16207599
455 204 87679537
768 280 78646136
87 450 604619531
687 230 123140881
833 757 468213482
701 241 611138981
939 661 832332636
419 558 200881794
112 208 554252252
589 246 364252513
528 881 317226502
965 263 735926201
905 226 994344695
23 162 204340174
964 767 311994297
588 303 559350984
953 31 752021462
429 514 235393079
771 278 17719189
271 754 603753132
378 878 622063656
333 50 469682445
476 869 439659790
970 861 217804713
241 292 262713592
560 860 312895541
415 349 486912739
866 974 207488857
460 107 958306188
736 976 654528561
922 472 829893993
497 349 760424320
907 178 275562940
230 134 142868914
823 191 255701000
606 42 190474963
357 939 641202613
696 299 896628385
744 492 893526613
977 283 799547393
702 3 81736942
762 573 694829994
661 642 66545783
548 321 530747043
213 57 262647976
609 898 23516563
692 700 557993820
1 825 369817124
404 635 342234243
742 491 536547827
828 265 732856864
417 883 12166575
224 230 360686656
175 500 37106899
31 68 470338522
741 598 381004053
943 435 882234390
671 621 788971660
29 127 335737812
186 881 873200083
359 196 34700382
581 980 785601834
77 255 984042931
736 137 365662009
566 962 311746800
398 740 198762648
971 210 741334338
867 327 628771933
491 118 485481537
205 706 281565170
440 453 916578325
370 212 916441105
777 13 303867488
75 44 54132825
747 824 814988062
762 246 987375936
952 265 157973614
483 754 615311662
261 452 148557590
261 271 572643009
114 116 885691371
7 715 740795211
781 484 55024596
578 884 643291839
218 417 176357410
165 910 291620915
89 642 451006743
913 504 432791510
738 197 69789447
810 904 186806867
938 660 335893608
133 510 37969773
950 178 62317237
135 601 5987819
646 896 225787846
1 964 529880747
239 655 741895664
802 776 158101847
832 415 794001114
678 790 431400265
255 836 830950805
86 406 580962400
27 753 502768197
717 667 867854731
214 260 325405504
394 166 284153588
942 962 844506937
207 292 767088719
336 525 987179891
468 289 17227605
886 400 428152330
262 447 141465482
354 60 403915593
65 616 95763813
98 474 154930407
246 695 745929250
293 220 306676759
944 128 874379336
357 297 814514828
686 584 981223671
673 849 952891592
829 608 224568827
830 178 969463390
180 197 550258164
301 317 707064670
766 128 169608039
762 214 591203780
403 351 440648963
704 806 846977305
889 141 723078160
139 45 283110251
954 2 625468843
977 835 113121039
15 917 825987974
13 574 373847672
767 131 241329077
351 836 144687294
750 591 417815003
665 226 503300219
607 998 276854678
142 632 775173589
897 764 134782588
785 223 866010467
104 926 35492958
622 895 113162160
29 158 661506245
856 156 977105325
290 317 813750159
96 70 947329504
377 432 504170034
802 207 195720508
946 128 746545914
790 506 467433539
352 124 865275003
100 616 753640593
911 287 406354853
700 215 728184801
136 573 280343352
422 435 303982781
70 434 679767158
833 922 504689054
322 349 405827557
905 234 693413129
562 338 492284902
710 644 634394521
921 641 329917872
551 506 553788426
742 482 890407189
416 257 772931444
645 579 931165196
705 524 882920105
753 681 97583611
136 644 770186950
333 930 235196865
204 434 64231949
228 776 760113596
671 795 963341969
310 632 889333665
975 482 237868410
708 856 957375087
828 353 951175917
20 881 511810368
846 80 408495346
370 525 23049164
439 928 814939768
898 317 330232860
145 474 356190994
330 317 257732314
880 337 48755220
335 657 887021897
673 775 135489618
402 809 141047463
555 867 998327893
842 875 853292107
723 491 514811441
171 555 329952425
277 847 320890559
603 649 559200464
297 117 999279436
661 517 555425496
752 117 524902039
753 447 790709990
601 142 650210043
431 242 583390756
910 791 74599496
156 178 968111874
211 351 209562029
263 903 503535285
415 180 320758466
825 350 789725597
952 263 616801516
189 416 312675988
986 710 952548054
217 513 310384980
112 946 216734913
237 308 327363305
607 555 761133410
958 738 809690724
142 997 82629166
734 87 219247314
773 230 821164054
528 106 334200384
340 738 242072885
264 572 690423048
133 467 11374495
727 482 867953155
818 305 893059399
278 180 905772351
913 928 42084765
906 263 267466010
404 57 467786759
935 123 989158664
312 726 548483437
283 225 240210788
415 764 190156959
687 76 521360331
394 162 273598983
200 13 729280753
849 491 729128132
757 647 74044248
677 280 109669314
108 530 272762783
994 495 457999145
141 891 756549499
151 950 9545354
132 843 790135487
508 6 360671195
455 137 343835202
615 849 147931157
602 840 817498721
105 263 157453654
272 282 306422331
568 705 548610760
275 239 569662966
967 118 931390445
470 43 868369154
192 117 104153345
20 266 514701945
336 693 143888936
241 903 679296721
137 215 226144943
627 363 419053717
152 947 540218102
261 241 833343267
973 36 639035129
754 657 987906890
388 60 757743122
64 220 802038944
394 432 899804773
503 838 526682851
351 178 33266610
300 321 17699851
150 856 459505076
626 434 92128103
677 60 472990511
417 137 30702785
231 778 246909327
718 875 823821301
167 419 182478523
888 400 8739750
290 211 460507440
902 878 135382888
434 903 328102827
31 495 680224317
969 271 961153734
622 839 847653154
635 967 708291301
334 875 863209557
728 272 664254976
938 958 231177760
745 34 648402497
978 504 557774046
480 317 202123137
609 715 517371597
300 459 526858332
735 473 858833334
999 508 467984835
851 491 611849453
44 420 344108489
747 120 300583253
802 178 564879284
617 299 897186270
910 815 247920176
786 308 326670297
278 632 562655541
255 257 400789688
866 315 675063669
757 244 28682092
828 403 478970165
680 637 131815908
225 994 187567180
306 52 165805797
757 795 660595268
26 609 371647811
301 273 99525243
65 860 191745164
837 781 280147601
885 886 274529062
318 962 555989264
517 566 210643911
698 178 21939992
546 937 769536339
513 500 451371538
340 500 459036121
631 886 327478216
832 481 156845112
268 875 54971558
782 372 739147108
257 491 511959266
83 615 578531948
582 334 58226274
963 537 838695763
111 252 737919783
955 750 785561568
135 762 846977234
623 958 729295480
511 183 78854166
1 119 306405924
518 979 736150464
659 419 955045832
702 45 795123450
391 134 10938794
536 591 558097001
924 928 284253071
795 420 111594661
696 236 539730421
89 512 873169025
971 833 529287854
124 233 265688418
328 776 835456832
893 156 119762621
230 439 895599202
881 221 944052974
662 577 974535062
444 804 778302444
675 63 628908942
449 804 55498797
532 234 323720648
28 932 840740102
48 183 636192231
786 90 473438836
240 394 473296640
714 468 437322771
364 218 688843836
416 946 244535041
141 242 584812112
733 858 713021284
846 524 544966724
127 648 217851278
278 111 574151003
248 183 895462737
841 129 257553207
71 60 137445906
320 453 427841351
441 351 593824907
328 987 87146217
695 604 269573141
6 59 440049906
749 764 840132560
939 148 707944725
472 498 342302233
144 194 364050366
570 265 441704904
894 238 437592010
571 159 118171463
908 452 486289291
660 961 917327234
133 844 289280456
892 945 921687147
52 324 20350090
976 36 386604132
495 178 932830909
609 764 655146992
915 642 14658342
98 3 47732279
183 439 183024628
335 695 101905093
137 156 403543729
870 966 812566193
560 370 892108872
706 809 946102604
387 942 453826530
669 823 61794514
354 915 792138844
219 635 185603010
782 10 103422854
43 6 849012727
452 156 808502567
205 86 159112466
598 31 757986552
563 57 163502152
994 156 27724965
940 299 452050159
930 848 252235045
346 245 143154621
472 14 722216437
524 530 363738444
306 898 362506288
327 11 822850308
613 194 974222376
422 853 358836528
23 698 155150264
615 252 713552528
276 510 335844799
670 122 105464417
644 281 37441578
378 100 302857457
417 574 972057988
595 349 290694660
961 49 110318019
310 60 927665090
138 535 407746242
991 234 183540953
901 170 733887389
500 860 750374815
893 754 964485018
200 962 55492236
929 306 833206545
412 191 24540042
578 240 920679724
202 158 282212768
71 908 913223907
190 696 299997969
926 907 235608947
641 715 356365469
847 615 465975272
803 494 494998541
183 991 994994738
561 10 952860666
943 636 581856838
351 252 445964728
130 23 180179034
767 254 868608180
325 992 636212819
992 507 863349041
286 876 160998960
546 42 903054144
13 252 286704651
244 215 692173578
79 139 734894864
480 566 796588856
151 997 375198727
382 345 133598711
557 881 911120995
836 997 520137416
31 873 231126916
367 621 63590067
489 883 160995185
533 267 270054065
620 626 732389383
363 278 524745120
909 803 29468310
232 827 605717186
641 836 672119385
965 50 659540300
207 764 138223907
446 848 303823215
986 658 119937804
970 214 951489637
56 875 902351802
547 255 605625204
884 896 551936129
378 12 832186412
423 120 933593389
812 463 799762235
684 873 834480129
579 330 847414777
606 849 133881761
944 207 849921925
523 136 948040587
676 270 896867297
887 758 103069869
570 891 405867890
909 292 842508897
685 754 244260486
1 685 482916683
684 805 885545168
517 946 621300787
963 158 77857600
152 635 783089405
226 338 741411338
150 306 485719809
572 253 216663993
527 882 332230398
401 88 788656306
105 646 158586122
513 947 589821472
152 226 45859881
291 328 63830773
831 596 574617647
219 706 783529264
248 91 249850240
103 67 296491372
912 106 649871805
618 994 282768472
235 146 680492167
550 617 974837835
